reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A200C7YQJ45LRR,B000XXZ31K,-1,-1,3,"A lot of sources seem to point the finger at Tom DeLonge for the breakup of blink-182. Whether you believe it or not, the evidence does seem to point in that direction because not only did he form&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Box-Car-Racer/dp/B000066F6U/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Box Car Racer</a>&nbsp;while blink was still around, he formed his new band, Angels & Airwaves, only months after blink broke up. I didn't hear A&A's first album&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/We-Don-t-Need-to-Whisper/dp/B000FG5Q0S/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">We Don't Need to Whisper</a>, but I still decided to listen to I-Empire.

I also wonder if Tom's heart is really in this material considering it was released only a year after their first album. Anyway, maybe a better title would be I am Stuck in My OLD Empire because although I know Tom is too old to still be singing emo, he has the kind of voice that just isn't suitable for anything BUT that. Remember how on&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/blink-s-untitled-album/dp/B0000DZDTG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">blink's untitled album</a>, Mark was singing lower? Well, Tom's register didn't change at all. There's nothing wrong with that per se, but, well, serious songs and that kind of voice just don't gel like they should. This is especially evidenced when the band shoots for romantic tunes like ""Love Like Rockets"" and ""Breathe"" (""True Love"" works out pretty well, though).

While none of the songs are bad, the songs that stand out the most are the final two tracks: ""Rite of Spring"" and ""Heaven"". The opening track ""Call to Arms"" is pretty good too, as are the instrumentals ""Jumping Rooftops"" and ""Star of Bethlehem"". I-Empire is still satisfying enough for rock fans, but there's really nothing extraordinary here either. B.I.F.

Anthony Rupert","A lot of sources seem to point the finger at Tom DeLonge for the breakup of blink-182 . Whether you believe it or not , the evidence does seem to point in that direction because not only did he form&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Box - Car - Racer / dp / B000066F6U / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Box Car Racer</a>&nbsp;while blink was still around , he formed his new band , Angels & Airwaves , only months after blink broke up . I did n't hear A&A 's first album&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/We - Don - t - Need - to - Whisper / dp / B000FG5Q0S / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">We Do n't Need to Whisper</a > , but I still decided to listen to I - Empire . I also wonder if Tom 's heart is really in this material considering it was released only a year after their first album . Anyway , maybe a better title would be I am Stuck in My OLD Empire because although I know Tom is too old to still be singing emo , he has the kind of voice that just is n't suitable for anything BUT that . Remember how on&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/blink - s - untitled - album / dp / B0000DZDTG / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">blink 's untitled album</a > , Mark was singing lower ? Well , Tom 's register did n't change at all . There 's nothing wrong with that per se , but , well , serious songs and that kind of voice just do n't gel like they should . This is especially evidenced when the band shoots for romantic tunes like "" Love Like Rockets "" and "" Breathe "" ( "" True Love "" works out pretty well , though ) . While none of the songs are bad , the songs that stand out the most are the final two tracks : "" Rite of Spring "" and "" Heaven "" . The opening track "" Call to Arms "" is pretty good too , as are the instrumentals "" Jumping Rooftops "" and "" Star of Bethlehem "" . I - Empire is still satisfying enough for rock fans , but there 's really nothing extraordinary here either ."
ADFR0SMWK9YX7,B000XXZ31K,1,1,4,"Being a fan of the first effort,I knew I had to get this one and it was well worth it. Just filled with real good,spacy sound musical rides. Call To Arms,Everything's Magic,Sirens,Secret Crowds and Lifeline are my standout faves. Check it out for yourself and feel the energy. A solid 4.5 stars for a real cool,more grown up sound. A/A you rock!!!!!!!!!!!","Being a fan of the first effort , I knew I had to get this one and it was well worth it . Just filled with real good , spacy sound musical rides . Call To Arms , Everything 's Magic , Sirens , Secret Crowds and Lifeline are my standout faves . Check it out for yourself and feel the energy . A solid 4.5 stars for a real cool , more grown up sound ."
A26O6MQFA36WBK,B000XXZ31K,1,1,4,"Angels and Airwaves was a band that was created by former Blink 182 singer/guitarist Tom Delonge and his ambition to create something truly different was very admirable. The band's debut CD, We Don't Need to Whisper, was a very good CD that unfortunately suffered from a bit of a slow pace and some weak lyrics. But still, it was a great start and I was very interested to see the band's follow up CD, I-Empire. I-Empire (called by Tom ""the ""part 2"" to We Don't Need to Whisper) is a much faster CD that's a lot more accessible and easier to like. The music on here is really uplifting, and it's perfect music for playing VERY loud, especially on a nice sound system or while driving fast in a car. It's definitely a much better CD than the 1st effort. That said, though, it still suffers from some of the flaws of We Don't Need to Whisper; the lyrics have not improved; in fact, they've gotten even a bit worse. I think Tom needs a new approach to his lyric writing for this band; I thought it was weird during their first CD that the music is this futuristic, very ""epic and different"" in style, and presented itself as a grandoise and epic masterpiece...yet the songs were about ""your best friend is not your girlfriend"" ...it didn't work. I-Empire's faster music fits its lyrics a lot better, but unfortunately, the lyrics on here are often extremely corny, and almost every single song's a love song. I really wish Tom would try to sing about something else, as his ""I love you, you make me feel alive"" lyrics really started to get old for me on this CD. Blink 182's self-titled final CD featured some excellent lyrics and the songs showed real variety in their subject matter; Angels and Airwaves is about love, that's it. Only a couple tracks on this CD seem to deviate from that. That aside, though, this CD shows much more variety in the songs and much more exciting music and it easily makes it a more fun listen.

Call to Arms; 8/10. A very cool start to the CD. Some nice lyrics and a catchy chorus. A good song.

Everything's Magic; 7/10. Another good song, a very fast-paced and fun song; the lead single. Features great music that sounds a bit like Blink 182's Anthem Part 2. The chorus isn't too great, though.

Breathe; 8/10; A very nice song musically. The first slow song on the CD yet it's not unbearably slow. It's a little repetative lyrically, (he says ""I love you"" over 16 times in it,) but it's a really nice and ambient song. Well-done.

Love Like Rockets; 7/10; Although the subject matter of the song's a little stupid when you think about it, it's a cool-sounding and ""different"" song with a pretty cool chorus. The song's got a cool space-like theme to it. The ""imagine"" line's pretty cool. Overall, it works. Has a cool, powerful ending, too.

Sirens; 7/10; Took me a while to get used to this song, (the ""dadadadada"" lyrics got on my nerves at first,) but now it's actually pretty good. The whole song's very catchy and the verses are sung very well. Good lyrics, actually.

Secret Crowds; 6/10; This is more of a ""rock song,"" that sounds like it'd be perfectly played in a football stadium. It's not too bad lyrically, (providing the theme for the CD; ""If I had my own world, I'd build you an empire,"")and the verses are pretty nice, but there's unfortunately no hook here; the big refrain of the song doesn't have any sort of tune, it just features Tom singing slower and louder. It needed more of a tune or a hook. The band obviously disagrees, though, since this is currently the planned 2nd single.

Star of Bethlehem; 7/10; When Angels and Airwaves first played this song live, it was an epic, 6-minute plus song with a very long instrumental at the beginning with the lyrics eventually kicking in at about the 3-minute mark. For the CD, the song was wisely split up; most of the long instrumental takes place in this song, while the rest of the song kicks in on the next track, True Love. This is a pretty cool instrumental, both atmospheric and fast, as well as very memorable. Goes very well with the next song.

True Love; 8/10; Another great song, with a very fast chorus and featuring the continuing instrumental from the previous song. Lyrics are pretty cool. Another song that's definitely got more of a ""rock"" sound to it. Well-done.

Lifeline; 3/10; Really irritating song, the only bad one on the CD. Tom's vocals on this song are horrible; he REALLY strains on it and it just sounds very forced and corny. Really bad lyrics, too. Easily the worst song on the 2 CD's. Musically it's pretty weak, too. The verses have a good tune but unfortunately Tom's strained vocals end up making the song pretty intolerable.

Jumping Rooftops; NA/10; a cool little techno intermission as we transition into the powerful final tracks on the CD.

Rite of Spring; 8/10; It's hard for me to give this an 8/10 because the lyrics are really horrible; it's too bad because it's actually very good subject matter; Tom talking about his life, with a really cool chorus and verses; overall a very catchy and really impressive song musically, but the lyrics are pretty awful. Tom tries to rhyme to really bad results, and we end up with a song that tries to rhyme ""pass"" with ""cash"" and lines like ""it took about an hour to start a punk rock band, to offset my ****** up family land."" Had he not tried to rhyme I think we would have ended up with a MUCH better song lyrically, but still, it's a great song and one of the most memorable on the CD.

Heaven; 10/10; An excellent end to I-Empire with the best lyrics on the CD. It starts by sampling distorted clips from past Angels and Airwaves songs, then speeds up. Very great musically, very good lyrically. Serves almost as a part 2 to the apocalyptic Valkyrie Missile from We Don't Need to Whisper and it's overall a cool closing to the story told on the band's first 2 CD's.

Angels and Airwaves have greated a great ""part 2"" to their first CD that's both faster and more fun. Now that they've finished this story, though, I hope their next CD's something completely different entirely, especially in the lyrical department. I'd like to see this band sing about some different subjects at some point. Easily recommended for anyone who'se ever been a fan of Tom's work in the past of if you like this ""stadium rock"" genre.

That said, I have to end this review on a negative note. After listening to the recently released ""In Defense of the Genre"" CD by rock band Say Anything, I've gotta say that THIS is a band whose lyrics are real, whose lyrics are True to life and whose lyrics are layered and very deep, and whose lyrics really mean something to the band. Tom Delonge's lyrics for Angels and Airwaves, on the other hand, are so far removed from any type of reality and are so formulaic and so cliche'd that it gives his songs the depth of a shallow pool...it's like listening to the boy bands of the 1990's again....yeesh. He just seems unwilling (or unable) to stretch himself at all in this category and it was such a step down on this CD from Whisper, which was itself a step down from where Blink left off from on their excellent final CD. The lack of emotional weight on these songs and True hooks ended up making the CD fairly forgettable. I liked Rite of Spring a lot because despite its horrible lyrics, it was nice to hear Tom finally sing about something that was obviously real life. Despite these complaints, this gets a 4-star rating. It's a good CD and fans of Angels and Airwaves fans SHOULD definitely check it out. But don't expect it to remain in your CD players for long....It's more exciting than Whisper, but just not nearly as memorable. Here's hoping the band switches gears with their next CD.","Angels and Airwaves was a band that was created by former Blink 182 singer / guitarist Tom Delonge and his ambition to create something truly different was very admirable . The band 's debut CD , We Do n't Need to Whisper , was a very good CD that unfortunately suffered from a bit of a slow pace and some weak lyrics . But still , it was a great start and I was very interested to see the band 's follow up CD , I - Empire . I - Empire ( called by Tom "" the "" part 2 "" to We Do n't Need to Whisper ) is a much faster CD that 's a lot more accessible and easier to like . The music on here is really uplifting , and it 's perfect music for playing VERY loud , especially on a nice sound system or while driving fast in a car . It 's definitely a much better CD than the 1st effort . That said , though , it still suffers from some of the flaws of We Do n't Need to Whisper ; the lyrics have not improved ; in fact , they 've gotten even a bit worse . I think Tom needs a new approach to his lyric writing for this band ; I thought it was weird during their first CD that the music is this futuristic , very "" epic and different "" in style , and presented itself as a grandoise and epic masterpiece ... yet the songs were about "" your best friend is not your girlfriend "" ... it did n't work . I - Empire 's faster music fits its lyrics a lot better , but unfortunately , the lyrics on here are often extremely corny , and almost every single song 's a love song . I really wish Tom would try to sing about something else , as his "" I love you , you make me feel alive "" lyrics really started to get old for me on this CD . Blink 182 's self - titled final CD featured some excellent lyrics and the songs showed real variety in their subject matter ; Angels and Airwaves is about love , that 's it . Only a couple tracks on this CD seem to deviate from that . That aside , though , this CD shows much more variety in the songs and much more exciting music and it easily makes it a more fun listen . A very cool start to the CD . Some nice lyrics and a catchy chorus . A good song . Everything 's Magic ; 7/10 . Another good song , a very fast - paced and fun song ; the lead single . Features great music that sounds a bit like Blink 182 's Anthem Part 2 . The chorus is n't too great , though . Breathe ; 8/10 ; A very nice song musically . The first slow song on the CD yet it 's not unbearably slow . It 's a little repetative lyrically , ( he says "" I love you "" over 16 times in it , ) but it 's a really nice and ambient song . Well - done . Love Like Rockets ; 7/10 ; Although the subject matter of the song 's a little stupid when you think about it , it 's a cool - sounding and "" different "" song with a pretty cool chorus . The song 's got a cool space - like theme to it . The "" imagine "" line 's pretty cool . Overall , it works . Has a cool , powerful ending , too . Sirens ; 7/10 ; Took me a while to get used to this song , ( the "" dadadadada "" lyrics got on my nerves at first , ) but now it 's actually pretty good . The whole song 's very catchy and the verses are sung very well . Good lyrics , actually . Secret Crowds ; 6/10 ; This is more of a "" rock song , "" that sounds like it 'd be perfectly played in a football stadium . It 's not too bad lyrically , ( providing the theme for the CD ; "" If I had my own world , I 'd build you an empire,"")and the verses are pretty nice , but there 's unfortunately no hook here ; the big refrain of the song does n't have any sort of tune , it just features Tom singing slower and louder . It needed more of a tune or a hook . The band obviously disagrees , though , since this is currently the planned 2nd single . Star of Bethlehem ; 7/10 ; When Angels and Airwaves first played this song live , it was an epic , 6 - minute plus song with a very long instrumental at the beginning with the lyrics eventually kicking in at about the 3 - minute mark . For the CD , the song was wisely split up ; most of the long instrumental takes place in this song , while the rest of the song kicks in on the next track , True Love . This is a pretty cool instrumental , both atmospheric and fast , as well as very memorable . Goes very well with the next song . True Love ; 8/10 ; Another great song , with a very fast chorus and featuring the continuing instrumental from the previous song . Lyrics are pretty cool . Another song that 's definitely got more of a "" rock "" sound to it . Well - done . 

 Lifeline ; 3/10 ; Really irritating song , the only bad one on the CD . Tom 's vocals on this song are horrible ; he REALLY strains on it and it just sounds very forced and corny . Really bad lyrics , too . Easily the worst song on the 2 CD 's . Musically it 's pretty weak , too . The verses have a good tune but unfortunately Tom 's strained vocals end up making the song pretty intolerable . Jumping Rooftops ; NA/10 ; a cool little techno intermission as we transition into the powerful final tracks on the CD . Rite of Spring ; 8/10 ; It 's hard for me to give this an 8/10 because the lyrics are really horrible ; it 's too bad because it 's actually very good subject matter ; Tom talking about his life , with a really cool chorus and verses ; overall a very catchy and really impressive song musically , but the lyrics are pretty awful . Tom tries to rhyme to really bad results , and we end up with a song that tries to rhyme "" pass "" with "" cash "" and lines like "" it took about an hour to start a punk rock band , to offset my * * * * * * up family land . "" Had he not tried to rhyme I think we would have ended up with a MUCH better song lyrically , but still , it 's a great song and one of the most memorable on the CD . 

 Heaven ; 10/10 ; An excellent end to I - Empire with the best lyrics on the CD . It starts by sampling distorted clips from past Angels and Airwaves songs , then speeds up . Very great musically , very good lyrically . Serves almost as a part 2 to the apocalyptic Valkyrie Missile from We Do n't Need to Whisper and it 's overall a cool closing to the story told on the band 's first 2 CD 's . Angels and Airwaves have greated a great "" part 2 "" to their first CD that 's both faster and more fun . Now that they 've finished this story , though , I hope their next CD 's something completely different entirely , especially in the lyrical department . I 'd like to see this band sing about some different subjects at some point . Easily recommended for anyone who'se ever been a fan of Tom 's work in the past of if you like this "" stadium rock "" genre . That said , I have to end this review on a negative note . After listening to the recently released "" In Defense of the Genre "" CD by rock band Say Anything , I 've got ta say that THIS is a band whose lyrics are real , whose lyrics are True to life and whose lyrics are layered and very deep , and whose lyrics really mean something to the band . Tom Delonge 's lyrics for Angels and Airwaves , on the other hand , are so far removed from any type of reality and are so formulaic and so cliche'd that it gives his songs the depth of a shallow pool ... it 's like listening to the boy bands of the 1990 's again .... yeesh . He just seems unwilling ( or unable ) to stretch himself at all in this category and it was such a step down on this CD from Whisper , which was itself a step down from where Blink left off from on their excellent final CD . The lack of emotional weight on these songs and True hooks ended up making the CD fairly forgettable . I liked Rite of Spring a lot because despite its horrible lyrics , it was nice to hear Tom finally sing about something that was obviously real life . Despite these complaints , this gets a 4 - star rating . It 's a good CD and fans of Angels and Airwaves fans SHOULD definitely check it out . But do n't expect it to remain in your CD players for long .... It 's more exciting than Whisper , but just not nearly as memorable . Here 's hoping the band switches gears with their next CD ."
A1U11PS71ML0YJ,B000XXZ31K,1,1,5,"the guys do it for a 2nd time.  A&A make another high quality, energy filled yet important cd with a message.  Its done while having fun and going through different moods from tracks like ""Everything's Magic"" its fun and irressitible song for them to ""Star of Bethlehem"" a two minute interlude...unlike other interludes on other albums this one actually warrants listening to.

I was a fan from their first cd ""We Don't Need To Whisper"" with ""I-Empire"" the guys have firmly established themselves in this music industry and can/will only go up from here.  As this cd is one that can't be ignored by folks at all.  Loving the cd from beginning to end it flows from one track to the next with an ease that you seldom experience.

First one was all that...2nd one is all that and so much more!!

5/5 overall","the guys do it for a 2nd time . A&A make another high quality , energy filled yet important cd with a message . Its done while having fun and going through different moods from tracks like "" Everything 's Magic "" its fun and irressitible song for them to "" Star of Bethlehem "" a two minute interlude ... unlike other interludes on other albums this one actually warrants listening to . I was a fan from their first cd "" We Do n't Need To Whisper "" with "" I - Empire "" the guys have firmly established themselves in this music industry and can / will only go up from here . As this cd is one that ca n't be ignored by folks at all . Loving the cd from beginning to end it flows from one track to the next with an ease that you seldom experience . First one was all that ... 2nd one is all that and so much more ! !"
A3M97WKI0FP3JF,B000XXZ31K,1,1,5,"Already, I-Empire is one of the best albums of the year (if not THE best).  Of all the CD's I've listened to this year, this one, by far, is very optimistic and uplifting, to say the least.  The anthemic, 80's synth-pop, stadium-rock sound works very well here.  And if it does sound formulaic, so be it!  Very heartfelt and inspirational too!  Tom DeLonge has definitely come a long way from his Blink-182 days, and I'm all the more glad for it!  Instead of the usual bratty, toilet humor, we get mature, ""reach for the sky"" sentiments, that is, keep going, no matter what happens to you in life.  Honestly, I think that's what we need more nowadays.  By the way, forget about that Rolling Stone critic who gave this fine CD only 2 1/2 stars.  According to the review, ""Blink-182 guitarist is all grown up and synth-poppy.  But is that a good thing?""  I certainly think so!

** ADDENDUM **
Angels & Airwaves' new album, LOVE, is already available as a FREE download.  Just head over to the band's web site now!","Already , I - Empire is one of the best albums of the year ( if not THE best ) . Of all the CD 's I 've listened to this year , this one , by far , is very optimistic and uplifting , to say the least . The anthemic , 80 's synth - pop , stadium - rock sound works very well here . And if it does sound formulaic , so be it ! Very heartfelt and inspirational too ! Tom DeLonge has definitely come a long way from his Blink-182 days , and I 'm all the more glad for it ! Instead of the usual bratty , toilet humor , we get mature , "" reach for the sky "" sentiments , that is , keep going , no matter what happens to you in life . Honestly , I think that 's what we need more nowadays . By the way , forget about that Rolling Stone critic who gave this fine CD only 2 1/2 stars . According to the review , "" Blink-182 guitarist is all grown up and synth - poppy . But is that a good thing ? "" I certainly think so ! * * ADDENDUM * * 
 Angels & Airwaves ' new album , LOVE , is already available as a FREE download . Just head over to the band 's web site now !"
A1MCJ0LH5N330H,B000Y076EO,1,1,5,"Wow, I can't stop listening to this.  He captures the feeling perfectly. If you've ever been young and love with someone who doesn't feel the same, you'll be able to relate to this one. Sad but True....<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Round-Celtic-Design-Tea-Box-TAZO-Sampler-Stainless-Steel-Black-Wooden-includes-22-Teabags-in-11-Flavors-China-Green-Tips-Green-Tea-Wild-Sweet-Orange-Herbal-Tea-Awake-Black-Tea-Organic-Chai-Tea-Zen-Green-Tea-Decaf-Green-Ginger-Tea-Earl-Grey-Lot/dp/B00A4GT042/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Round Celtic Design Tea Box, TAZO Sampler Stainless Steel Black Wooden, includes 22 Teabags in 11 Flavors: China Green Tips Green Tea, Wild Sweet Orange Herbal Tea, Awake Black Tea, Organic Chai Tea, Zen Green Tea Decaf, Green Ginger Tea, Earl Grey, Lot...</a>","Wow , I ca n't stop listening to this . He captures the feeling perfectly . If you 've ever been young and love with someone who does n't feel the same , you 'll be able to relate to this one . Sad but True .... <a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Round - Celtic - Design - Tea - Box - TAZO - Sampler - Stainless - Steel - Black - Wooden - includes-22 - Teabags - in-11 - Flavors - China - Green - Tips - Green - Tea - Wild - Sweet - Orange - Herbal - Tea - Awake - Black - Tea - Organic - Chai - Tea - Zen - Green - Tea - Decaf - Green - Ginger - Tea - Earl - Grey - Lot / dp / B00A4GT042 / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Round Celtic Design Tea Box , TAZO Sampler Stainless Steel Black Wooden , includes 22 Teabags in 11 Flavors : China Green Tips Green Tea , Wild Sweet Orange Herbal Tea , Awake Black Tea , Organic Chai Tea , Zen Green Tea Decaf , Green Ginger Tea , Earl Grey , Lot ... </a >"
A1EA6KV5EUBTIU,B000Y076EO,1,1,5,You can't wrong with a Keith Urban song,You can't wrong with a Keith Urban song
AN2UK3AVEC1O4,B000Y076EO,1,1,4,This is another good song by Keith Urban that is on the same album.  I like this song too very much,This is another good song by Keith Urban that is on the same album . I like this song too very much
A1E33ER4JG5B11,B000Y076EO,1,1,5,This is the one and only Keith Urban song that I have ever downloaded.  It's just catchy and I like the sound of it.  Makes me want to sing along to it.  Big step for me because I don't usually go for country music.,This is the one and only Keith Urban song that I have ever downloaded . It 's just catchy and I like the sound of it . Makes me want to sing along to it . Big step for me because I do n't usually go for country music .
A3GX41GDGWWPTD,B000Y0BH08,1,1,5,"great song from a great movie, even if it was a chick flick, the transitions are so amazing, do more like this","great song from a great movie, even if it was a chick flick, the transitions are so amazing, do more like this"
AARHFHP17QFNG,B000Y0BH08,1,1,5,"Every time I play this song, I feel happy.  It is very upbeat and uplifting. He has a great voice!","Every time I play this song , I feel happy . It is very upbeat and uplifting . He has a great voice !"
A23OYW0FAZWAK2,B000Y0BH08,1,1,5,"beautiful song, and words","beautiful song, and words"
A225KOTGHS3BRA,B000Y0BH08,1,1,5,Love it.,Love it .
A2ZYKWGXKU35MT,B000Y0BH08,1,1,5,Love the song,Love the song
ALJYPSJWXWNAO,B000Y0BH08,1,1,5,It's Keith Urban!  What else can you say,What else can you say
A8ETT0S8UTCC,B000Y0BH08,1,1,5,"Keith Urban is a great musician. After listening to this song, I  became a fan. Worth listening to","Keith Urban is a great musician . After listening to this song , I   became a fan . Worth listening to"
A3J3SVCW5WFP50,B000Y0BH08,1,1,5,Liked song,Liked song
A23PHJVJY2DFOD,B000Y0BH08,1,1,5,Met or exceeded my expectations. What is shown is what I received. I down loaded this and expect to listen to it often.,Met or exceeded my expectations . I down loaded this and expect to listen to it often .
A272OH0XGHKNBR,B000Y0BH08,1,1,5,"Love the entire CD, this is so upbeat and leaves you feeling good. I love songs you can sing with and this one makes you belt it out! Such a beautiful voice!","Love the entire CD , this is so upbeat and leaves you feeling good . I love songs you can sing with and this one makes you belt it out ! Such a beautiful voice !"
A2DAW85GX7RLPQ,B000Y0BH08,1,1,5,"I've always enjoyed this song, even though I don't like most country. But, Keith Urban's guitarist skills combined with his voice is always refreshing to hear. The tune is fun to hear.","I 've always enjoyed this song , even though I do n't like most country . But , Keith Urban 's guitarist skills combined with his voice is always refreshing to hear . The tune is fun to hear ."
AEZNE7TR0CHFI,B000Y0BH08,1,1,5,"Being a guitarist myself for 50 years, I hold people like Keith to a higher standard. He doesn't disappoint with this one. His mix of country and rock roots shine in this piece!","Being a guitarist myself for 50 years , I hold people like Keith to a higher standard . He does n't disappoint with this one . His mix of country and rock roots shine in this piece !"
A1NJH2VUXKZMS5,B000Y2QEAE,1,1,5,Im an old used to be hippy so I love Judy Collins. I also have always loved this song. This rendition has all of the verses so I chose to mp3 it.,I m an old used to be hippy so I love Judy Collins . I also have always loved this song .
A3M8MLPRL1JCRY,B000Y2QEAE,1,1,5,I like this song and wanted it for my Kindle,I like this song and wanted it for my Kindle
A2HM0BB7RATTNT,B000Y2QEAE,1,1,4,One of the best religious songs ever written and she sings it with all her heart and soul,One of the best religious songs ever written
A3F4JQI5W9ML9Q,B000Y2QEAE,1,1,5,great voice,great voice
A1QC9OFSQ210FC,B000Y2QEAE,1,1,5,amazing,amazing
A1W78ORYM1VAMR,B000Y2QEAE,1,1,5,"This Lady sings this song so beautifully
haven't heard any one that does it half as beautiful as she

To me she made this song unforgettable. Beautiful Song Beautiful Lady","This Lady sings this song so beautifully 
 have n't heard any one that does it half as beautiful as she 

 To me she made this song unforgettable . Beautiful Song Beautiful Lady"
A1UC2PL7FYU6S2,B000Y2QEAE,1,1,5,"I have a lot of versions of ""Amazing Grace"". Ms. Collins version is number one so far. A perfect voice for this song. A simple piano accompaniment.  No background razzmatazz to mess it up..","I have a lot of versions of "" Amazing Grace "" . Ms. Collins version is number one so far . A perfect voice for this song . A simple piano accompaniment . No background razzmatazz to mess it up .."
A3T6XJTWL7LAIH,B000Y2QEAE,1,1,4,I like it.,I like it .
A4YJR400949FJ,B000Y2QEAE,1,1,5,One couldn't find a more beautiful rendition.,One could n't find a more beautiful rendition .
A1XCS1H7KELJCG,B000Y2QEAE,1,1,5,awesome,awesome
A2JF032M30V3MS,B000Y2QEAE,1,1,5,beautiful,beautiful
A3C1KYTDILG2FO,B000Y2QEAE,1,1,5,best version of this song ever in my opinion,best version of this song ever in my opinion
A2DLRVMVYJ0QPH,B000Y2QEAE,1,1,5,Great,Great
A2JXDKTQAY4K0V,B000Y2QEAE,1,1,5,Heard this version on the radio and had to have it.  It is wonderful.,It is wonderful .
A3HOY8XWU1CMAY,B000Y2QEAE,1,1,5,This is the best rendition of the song,This is the best rendition of the song
A35GEEM9BNEDTD,B000Y2QEAE,1,1,5,Truly beautiful version of a truly beautiful song.,Truly beautiful version of a truly beautiful song .
A82PRM6LDV0J8,B000Y2QEAE,1,1,5,Absolutely beautiful rendition of this hymn!,Absolutely beautiful rendition of this hymn !
ASB150NVVBO2A,B000Y2QEAE,1,1,5,I've loved her voice for years. So individualistic.,I 've loved her voice for years . So individualistic .
A3IUCGFLQW5WMC,B000Y2QEAE,1,1,5,Great!,Great !
A1HD8WJMSUTNQW,B000Y2QEAE,1,1,5,Judy Collins was 15 years old when I first met her. She used to sing to us kids and we loved her for it. I lost track of her only one day to see an article on a new folk singer....it was Judy she had made it to the big time. This recording shows the fantastic range of her voice. It's one of my favorites.,Judy Collins was 15 years old when I first met her . She used to sing to us kids and we loved her for it . I lost track of her only one day to see an article on a new folk singer .... it was Judy she had made it to the big time . This recording shows the fantastic range of her voice . It 's one of my favorites .
A39O0G68QQZ126,B000Y2ORPI,1,1,5,These selections and the orchestrations are wonderful and I recommend this cd to all.,These selections and the orchestrations are wonderful and I recommend this cd to all .
A3R2N5Q7QBVI30,B000Y2ORPI,1,1,5,Excellent,Excellent
A3RVBA621G3W6I,B000YBH2UG,-1,-1,3,idk why this gets recognized as being anywhere close to 1997.  not even remotely close,idk why this gets recognized as being anywhere close to 1997 . not even remotely close
A2KVUYPLEW4LXT,B000YBH2UG,1,1,5,"Up until now my favorite Daft Punk album has been the amazing Discovery, but this album is so good it gives it a run for its money. While most convert albums suffer a bit from the ""noise"" of the crowd's cheers, in this case they actually add to the experience rather than distracting.

Discovery was a sweet box of evolving melodies, but this is a driving, thrumming, buzzing beat box of awesome! I always loved how the melodies of Discovery melded into each other, making you want to listen to the entire album. This is a series of Daft Punk's best songs mixed together perfectly with enough wonderous glorious bass to benchmark any speaker system.

If I have a single complaint, it's the that the Close Encounters of the Third Kind opening is missing from the audio recording, and should be included. Other than that, listen to this and enjoy. It's awesome music for just listening, but it's REALLY great for exercise, doing chores, or (obviously) having a dance party. Highly, HIGHLY recommended.

Final note: If you have a record player the complete Alive Boxed Set is totally worth it as it includes a backstage pass, stickers, bonus tracks, a turntable pad, and a gorgeous art book.","Up until now my favorite Daft Punk album has been the amazing Discovery , but this album is so good it gives it a run for its money . While most convert albums suffer a bit from the "" noise "" of the crowd 's cheers , in this case they actually add to the experience rather than distracting . Discovery was a sweet box of evolving melodies , but this is a driving , thrumming , buzzing beat box of awesome ! I always loved how the melodies of Discovery melded into each other , making you want to listen to the entire album . This is a series of Daft Punk 's best songs mixed together perfectly with enough wonderous glorious bass to benchmark any speaker system . If I have a single complaint , it 's the that the Close Encounters of the Third Kind opening is missing from the audio recording , and should be included . Other than that , listen to this and enjoy . It 's awesome music for just listening , but it 's REALLY great for exercise , doing chores , or ( obviously ) having a dance party . Highly , HIGHLY recommended . Final note : If you have a record player the complete Alive Boxed Set is totally worth it as it includes a backstage pass , stickers , bonus tracks , a turntable pad , and a gorgeous art book ."
